date,text,label,클러스터 이름
2016년 9월 13일,실행도 안되고 뭐 어쩌란거냐..,0,디자인
2016년 9월 30일,극혐...... .,0,디자인
2016년 9월 14일,실시간 잔여량 안떠요. 다시 수정하셔야 될 것 같네요,0,사용량 조회
2016년 9월 13일,예전 버전이 사용하고 이해하기 편리함,0,스팸/광고
2016년 9월 14일,불편해요 이전 버전이 훨신 유용하고 좋은듯....,0,스팸/광고
2016년 9월 28일,내가 쓴거 바로 나오니까 좋은데 데이터나 와이파이 없으면 안터짐....,0,디자인
2016년 9월 20일,안타까움,0,디자인
2016년 9월 26일,구식UI마냥 됬네 뭐냐이게,0,디자인
2016년 9월 26일,해봤자 좋을 것 없음,0,디자인
2016년 9월 26일,예전 색으로 돌려줘요,0,디자인
2016년 9월 30일,,0,디자인
2016년 9월 23일,왜 바꾸셨나요,0,디자인
2016년 9월 29일,데이터상품권 조회 안됨,0,전화 상담
2016년 9월 27일,이것이 머시여 별이 아값다머시중요한디머시,0,디자인
2016년 9월 27일,왜바꾼거여????,0,디자인
2016년 9월 21일,별로 안좋음,0,디자인
2016년 9월 30일,최악,0,디자인
2016년 9월 12일,타 통신사 어플은 다 위젯 제공해서 잔여 데이터 쉽게 확인할 수 있는데 유플러스만 위젯 없는거 무슨 이유가 있나? 사용자가 편리하도록 해야 더 많은 사람들이 사용할 거 아닙니까?,0,사용량 조회
2016년 9월 10일,4.0 버전으로 개편 하면서 위젯 기능도 넣어주면 안되나요? 몇년 째인지 모르겠네요. 이번에 바뀐 UI도 불편하고 느리고.. 이러니 유플러스에 대한 인식이 안좋은거 아닙니까!,0,버전 확인
2016년 9월 9일,수년 전 모 개발자와 위젯 만들기로 약속한건 언제 지킬려고? 디자인 개편하면서 위젯 좀 만들지 그랬어요? 위젯 만들 기술 없으면 경쟁사 가서 배워오든가. 고객들의 니즈가 있는데 그것을 서비스로 니즈를 충족 시켜줘야 하는게 기업 아닌가?,0,위젯
2016년 9월 13일,내가 2년 넘도록 위젯 만들어 달라고 건의해도 전혀 바뀌지않는 통신사!! 고객말을 이렇게 무시하니 내가 계속 쓰고싶겠냐고.. 버젼이 10.0은 되어야 나오려나?? 10년뒤???,0,위젯
2016년 9월 9일,업뎃 이후 실시간 요금을 어디서 찾아야 되나 헤맸는데 아래 모든메뉴에 있었네요...😊 근데 로딩하는데 시간이 좀 걸리네요..,0,업데이트 오류
2016년 9월 10일,다른 분도 비슷한 느낌을 올렸는데요. 너무 별로네요. 아마도 여성분이 디자인한듯... 실시간 사용 이런건 알아보기 힘듬.,0,디자인
2016년 9월 9일,역시 업데이트 안 하는거였는데...젠장. 위젯 만드는 기술도 없는 회사한테 바라면 안되겠네요,0,업데이트 오류
2016년 9월 12일,쓸데없이 업데이트할꺼면 하지마여 짜증나게 업데이트를 왜 하는건데요 사용자들 불편함을 개선하기 위해서 업데이트를 하는거지 쓸데없이 디자인이나 바꾸고 아니 바꿔서 편해지면 암말안함 근데 더 불편해지고 짜증만남,0,업데이트 오류
2016년 9월 12일,느려진데에다가 보기엔 이뻐보여도 전에꺼에 비해 보는데 많이 불편함.. 전에껀 한눈에 들어왔는댕..,0,디자인
2016년 9월 12일,개약서 라던가 회원 가입애 이써서 약정을 휴대 폰의 Tts 음성이 제대로 읽지 못하여 시각 장애인 스스로가 기타 개약서의 이해와 회원 가입에 어려움 발생,0,디자인
2016년 9월 27일,실버로서 앱 업데이트가 부담스럽다. 물론 고객을 위한 것이지만 외국어로만 되어있는 용어들이 생소할 때가 많다,0,업데이트 오류
2016년 9월 9일,ㄹㅇ유플러스2년쓰면서 언젠간위젯만들겠지했는뎈ㅋㅋㅋ끝까지안만드시네요 전다시skt로돌아갑니다엘지폰과엘지유플러스영원히안녕~~♥♥,0,위젯
2016년 9월 11일,업데이트 했더니 모든 메뉴들이 이해하기 너무 어렵게 되 있고 가입정보등 제대로 볼 수 없어 너무 불편해요,0,업데이트 오류
2016년 9월 11일,핸드폰 남아있는 할부금 어디서 확인할수있나요? 이전버전이 더 나은거같네요,0,스팸/광고
2016년 9월 12일,기존의 편리함을 모두 불편하게 만드는 업데이트 클라스,0,업데이트 오류
2016년 9월 30일,도데체가 몇일을 해도 어플 다운도 안 받아지고 정말 형편 없네요,0,디자인
2016년 9월 9일,계획은 없음요?,0,디자인
2016년 9월 12일,"인터페이스, UI가 더 복잡하게 바뀐듯",0,디자인
2016년 9월 10일,Sk에서 넘어왔는데 당연히 있을줄알았더만 없네..굉장히 불편합니다,0,디자인
2016년 9월 13일,위젯없는 통신사 어플이 어딨나요....이해가 안가네요 왜 안만들어주지?,0,위젯
2016년 9월 11일,업뎃 안하는게 더 좋았을거같내요 자주보던 서비스를 원래 있던자리에 않나둬서 어디있는지도 모르겠내....,0,업데이트 오류
2016년 9월 12일,아직도 위젯이 없네... 서버가 못버티나?,0,위젯
2016년 9월 29일,이딴 아이디어 낸 사람 바로 짤라라,0,디자인
2016년 9월 12일,업데이트하고 접속느려짐,0,업데이트 오류
2016년 9월 10일,할부금확인을 10분째찾고있네ㅡㅡ,0,디자인
2016년 9월 12일,대체 왜?,0,디자인
2016년 9월 13일,위젯좀 만들어 주세요~,0,위젯
2016년 9월 26일,상단바 위젯은 언제 만드나요?,0,위젯
2016년 9월 26일,별로,0,디자인
2016년 9월 29일,최악,0,디자인
2016년 9월 26일,굿,0,디자인
2016년 8월 30일,무슨 사용자가많길래 ㅡㅡ앱실행이 안되는거임? 아놔 그리고 말로만 vip지 무슨 개뿔딱지ㅡㅡ 앱하나도 요래만들어놓고 ...아스트레스... 높은요금제 쓰고 티비 인터넷 홈보이까지 다쓰는중인데 이제 갈아타야겠다 에스케이로,0,디자인
2016년 8월 14일,영화예매에 유플홈페이지 들어가야하는것도 짜증나는데 pc버전으로 들어가야한다구요? 홈피에 pc버전 지원도 안되서 그것땜에 노트북켜야하나요? 유플 멤버십 앱에서도 안되고 이렇게불편한데 '혜택'이라고 이름붙이기도 미안하지않으신지요??,0,스팸/광고
2016년 8월 29일,두 달전 한 달전 오늘 계속 해봐도 전부 서비스가 원활하지 않다는군요. 어쩌라는건지 ㅎㅎ,0,전화 상담
2016년 7월 14일,소액결제 조절 가능란거있는대왜 정보이용료는 없는거임 니들 맘대로 조절하구 sk 해서 사용하던가 해야지 ㅡ..ㅡ(혈앞 엄청 올라옴)그리구 하나더 말로만 vip 상담 창구라구 하지말구 상담하는거 순 엉터리야 품질 상담하는거때 전화 해두 개떡 가치하구 6시 땅 하면 퇴근해버리구 고객센터문의 해볼려구 해두 다 퇴근 전화는 열라 욕나오내 ㅡ..ㅡ,0,전화 상담
2016년 9월 2일,어떻게 LG U+ 만 사용 을 할려면 개인 정보 을 원 하는 이유가 무엇 입니까? 내게 사기라도 칠려고 합니까? 나도 많은 생각 함에 이 글 을 올려 봅니다. 아니 참 이상 한 것이 꼭 LGU+앱 을 쓸려고 하면 개인 정보 을 요구합니다. 그리고 구굴도 너무 많은 개인 정보 을 요구 하는데... 내게 사기 라도 칠 려고 합니까? 좀 반성 하세요,0,업데이트 오류
2016년 7월 25일,지금 뭐하는건지. 통신사옮기고 폰바꿔서들어올라했더니 요금제도못바꾸게 다 막아버리고.이럴꺼면 멤버쉽없애버리던가. 장사참더럽게해먹네...,0,업데이트 오류
2016년 8월 12일,멤버쉽 카드 발급받으려는데 계속 정보 조회가 원활치 않는다고 제거하고 다시깔고 업데이트해도 그러네요 제대로 관리좀해주세요,0,업데이트 오류
2016년 7월 25일,"다른 정보조회는 다되는데 멥버쉽조회 하려니까 계속 서비스가원활하지 못하다고 뜨네요ㅜㅠ와이파이 끊고 데이터로 확인해도 안되고 아침,저녁으로 확인해도 서비스가 안된데요 왜죠?",0,전화 상담
2016년 9월 1일,다른건 다좋은데 실시간남은데이터를 위젯으로 볼수있으면 좋겠어요. 매번 어플에서 확인하는거 너무 불편하네요.,0,위젯
2016년 8월 19일,영화 폰으로 안돼고 컴으로 해야되고 다른통신사는 돼는데 난 멤버쉽 vvip인데 쓰지도못하고 모하는건지 야이 개넘들아 점수 1점도 못썻다 내 조만 간에 통신사 갈아탄다 u플러스씨불넘들아,0,업데이트 오류
2016년 7월 8일,뭐하자는거지? 통신비로 얼마나 벌어먹을라고 되지도않은 앱깔아놓고 몇일째인지 뭔가 답변이라도 줘야 사용자가 답답하지나 않지 속터지네,0,디자인
2016년 7월 6일,데이터는 3기가 기본인데 사용한것도 별로없는데 5일만 지나면 반이상 사용햇다고하고 뜨니 어떻게 사용된건지 궁금함 다른 비디오는 매월 사용도 못하겟음 별사용도 안햇는데 매번 10일안에 초과 됏다고 하니 어디 영화한편 보겟나 해서 매월 고스란히 남아 넘어가니 일반 데이터로 전환해 주엇으면함,0,디자인
2016년 8월 30일,ㅜㅜ 뭣좀 볼라카믄 장시간 미이용 로그인으로 로그아웃 뜨네요. 방금 로긴 해도 마찬가지고ㅇ계속 에러뜨고ㄱㅡ뭘 어케 쓰라는건지...,0,업데이트 오류
2016년 8월 24일,꾸준히 건의하는데 꾸준히 소식이 없네야.. 위젯을 만들던지 위젯이 안되면 상단바에서라도 보게 해줘요.,0,위젯
2016년 7월 1일,데이타 사용량 수시로 확인못하게해서 사용량오버되게해서 돈벌목적으로 밖에 안보이잖아 다른 통신사는 다있는데..,0,사용량 조회
2016년 8월 5일,"kt,sk다있는데.유플만없네요.한두달이면충분히.개발가능할것같은데.왜안해주시는지..많은사람들이원하고있습니다.",0,디자인
2016년 7월 15일,고객의 요구사항 무시 쓸데없는 권한 요구 문자사진위치전화에 대한 권한이 왜 필요하니? 니들을 어떻게 믿고???,0,위젯
2016년 7월 30일,아니 왜 위약금 얼마 남았는지는 안나오냐?? 어플 이따구로 만들꺼면 만들지를 말던가 위약금없는줄 알고 폰바꾸러 갔다가 봤는데 위약금이 있다고해서 그냥왔다,0,디자인
2016년 7월 18일,아버님 젠틀 스마트폴더에 업데이트 하려고 보니 호환되지 않는 버전이라고 업데이트가 안됩니다 어쩌란 말입니까? 젠틀 스마트폴더에 설치가능하도록 수정 부탁합니다,0,버전 확인
2016년 8월 10일,로그인을해야 뭘 조회하고 뭘하죠 로그인버튼작동안하고 비밀번호 설정도 에러메시지 뜨고 뭐하자는거 지우지도 못하고 최악의앱 돈받고 뭐해요?,0,디자인
2016년 8월 1일,비번설정하려고 들어갈때마다 접속자가 너무 많아서 안들어가진다고하는데 지금 이런지 2주째에요 언제까지 이러실건가요? 앱 쓰지말라고 허는건가요?,0,버전 확인
2016년 8월 30일,실시간요금 확인하려고 비밀번호 네자리를 맞게 입력했더만 오류가 엄청 뜹니다.,0,전화 상담
2016년 8월 13일,잔여량 조회좀 하게 좀 고쳐주세요;; 무슨 일주일내내 사용자가 많데 지구인 다 유플러스 쓰는줄,0,사용량 조회
2016년 7월 24일,그저께까지 잘나오다 어제부터 잔량이 안뜸 ㅋㅋㅋㅋㅋ 이래서 헬지헬지 하는구나,0,디자인
2016년 7월 17일,아니 제폰이 g3 cat6 유모비 폰 인데이거왜자꾸 접속원할불가라고뜨나요,0,디자인
2016년 8월 30일,니들이 더 잘알거아냐 이 어플이 얼마나 개똥같은지,0,디자인
2016년 7월 4일,데이터 사용량 확인 위해서,0,사용량 조회
2016년 7월 5일,무능하고 일떠넘기고 할줄아는일도옶음 직원다시뽑으세요;;시스템의 문제인가;;,0,디자인
2016년 7월 21일,왜 회원정보 입력 다음으로 넘어기질 않냐 나만그런가,0,업데이트 오류
2016년 7월 13일,위젯위젯위젯위젯!! 몇번을 말해야 만들래요? 다른통신사는 다있는데 왜 유플러스는 못만드는거죠?,0,위젯
2016년 9월 5일,Nexus5X 개통했는데 안드로이드7.0은 지원이 안되어서 사용을 못 하네요. 어서 업그레이드 부탁드립니다..,0,업데이트 오류
2016년 7월 2일,위젯좀만들어주세요그리고아무것도안해는데데이터가다는건뭐지?,0,위젯
2016년 8월 18일,고객센터가 뭐 이따위냐 멤버십 연결이 매번 안되니 뭘 써야 하는지?,0,업데이트 오류
2016년 7월 7일,그렇게 요청을 하는데도 안만들어주는 이유가 먼지.....,0,디자인
2016년 8월 17일,케이티처럼 실시간 데이터 사용량 체크 위젯좀 만들어줘요,0,사용량 조회
2016년 8월 30일,왜 갑자기 청구서 정보며 부가서비스며 개인에관한 내용은 다 에러 ㅠㅠ 업데이트안해서 그런줄알았는데 이게 왠 뭥미!!,0,업데이트 오류
2016년 7월 30일,네가 남은 데이터 선물하거나 다음달로 이월돼게좀 해주셈,0,디자인
2016년 7월 29일,0.15기가 썼는데 데이터 80프로 썼다는게 무슨 소린지 확인도 안되고 뭐 하자는건지,0,디자인
2016년 9월 3일,글자가 작아서 눈 안 좋은 사람은 잘 보이지도 않아요. 글자크기 키워주는 옵션을 넣던가... 아니면 확대축소를 넣어주더나 해 주세요.,0,사용량 조회
2016년 9월 1일,아니 멤버십카드재신청할라고 페이지들어가는데 왜 계속 이상한칭만뜨고 안됀다고 합니까 이거왜 만든거에요? 예?,0,업데이트 오류
2016년 7월 13일,"무조건 원활하지 않다면서 종료되고,,,이래서 헬지 쓰기 싫다,,,하,,, 팔아 처먹으면 끝인 개의 새끼들,,,",0,디자인
2016년 8월 27일,"링 선물을 받아도, 고객센터 어플에는 선물로 받은 잔여 링이 표시되지 않아서 불편합니다.",0,사용량 조회
2016년 8월 30일,뭐가 안된다고 말할수도 없네요.. 완전 개판..,0,디자인
2016년 9월 1일,로고도 몇년전 로고인 U+ LTE고 일부 지하철 정보도 신규 개통노선(인천 2호선)이 들어가 있지 않고 경의선이 아닌 경의중앙선인데.. 할튼 그러합니다. 업데이트 부탁드려요!,0,업데이트 오류
2016년 8월 20일,좋긴한데 바탕화면에 앱이 안깔리네요 매번 플레이스토에 들어가서 확인해야 돼요,0,스팸/광고
2016년 9월 1일,핸드폰개통을했는데 데이터와 전화사용량을 확인못하고있어서 문제가됩니다,0,전화 상담
2016년 9월 5일,서비스가 원활하질 않아서 튕기면 확인을 어떻게 하라는건데. 직접 전화해서 물어보라는거냐,0,전화 상담
2016년 7월 29일,이거이용자많다고뜬지가 몇일이나지났는데;;,0,디자인
2016년 9월 29일,앱은 자꾸 업뎃하라는데 설치가 안돼는 이유가 뭡니까,0,업데이트 오류
2016년 8월 11일,이거는어는거야? 진짜로 무어시야? 뭘까?슬슬궁굼하다 엄마는 이걸로 뭐할까?,0,디자인
2016년 7월 6일,맴버십카드 발급이 왜 안되나요?,0,업데이트 오류
2016년 8월 25일,왜 멤버쉽조회가 안되냐,0,업데이트 오류
2016년 7월 30일,사용하는사람 맨날 많다거 하시네요 자꾸 하루에한번씩들어가는데 끊키네요,0,디자인
2016년 8월 30일,아니 쓰라는겨 말라는겨?,0,디자인
2016년 8월 20일,요구사항 반영좀해주세요,0,디자인
2016년 8월 30일,잘 연결이 안됨. 사용량 많다고 ㅠ,0,사용량 조회
2016년 9월 2일,툭하면앱이소진되었다나요왜이래되는지..,0,디자인
2016년 8월 31일,위젯좀 만들어줘요!여기에 써봐야 아무 의미 없겠지만..,0,위젯
2016년 8월 30일,고객센터를 이딴식으르 만드냐! 서버관리좀 제대로 해라! ㅆ,0,전화 상담
2016년 8월 4일,맨날사용자가많다고함,0,디자인
2016년 7월 25일,라우터 쓰는데 ㅠㅠ,0,디자인
2016년 9월 7일,이거 뭐야 완전 최악이다,0,디자인
2016년 8월 13일,오류인가요 ??,0,디자인
2016년 7월 31일,걍 모바일 웹페이지를 잘 만들지 왜 이딴걸 만들어서 ㅉㅉ....,0,디자인
2016년 8월 30일,왜자꾸안되는건데,0,디자인
2016년 7월 2일,위젯을 만들어주시던지ㅣ,0,위젯
2016년 8월 25일,고객센터가 5시간째 로딩중...,0,전화 상담
2016년 8월 18일,일부러 안만드는겨?,0,디자인
2016년 9월 8일,ㅡㅡ,0,디자인
2016년 7월 21일,고객센터를 눌러도 열리질 않네요,0,전화 상담
2016년 7월 29일,데이터사용량도 안맞고,0,사용량 조회
2016년 8월 29일,에이,0,디자인
2016년 7월 22일,남은 요금이 제대로 안떠요,0,사용량 조회
2016년 9월 8일,갑자기 서비스어쩌고 뜨면서 않되는데요?,0,전화 상담
2016년 8월 2일,로딩이 계속 0퍼....;,0,디자인
2016년 8월 31일,늦게 뜨는날이 많아요,0,디자인
2016년 9월 26일,위젯좀,0,위젯
2016년 9월 3일,머가대야해보지 맨날고객이.......봉이야,0,디자인
2016년 7월 29일,별로,0,디자인
2016년 9월 30일,"업데이트를 못하는데 문자,통화,데이터 얼마나 남았나 보려해도 업데이트아니면 나가야 한다는데 그렇게 안하면 안되나요 ?? 짜증나네요. 업데이트 하기 싫은사람도 많을텐데 말이에요",0,업데이트 오류
2016년 7월 12일,무제한요금인데도 매일 모자라네요..다른거 안한날도 영화한편보면 데이터초과라고..느려지고...또 업뎃하라면서 왜 이상하게 사진이나 이것저것요구하는건지모르겠네요멀알고싶은가요...답변은 해주나요?,0,업데이트 오류
2016년 7월 13일,감시하겠다는거야 뭐야 고객센터앱에 카메라권한이 왜필요해 수상하네 게다가 유플러스 시스템 완전 구려 개선좀;;,0,버전 확인
2016년 7월 17일,엘지 개 스래기 엘지 자체가 개 스래기 버튼도 싶게 고장나고 과열 돼고 이러니까 발전이 없지 ㅉㅉ 폰도 드럽게 비싸게 팔고 그의 대한 만족감은 전혀 안나고 모델만 조금 좋지 딴 건 다 스래기,0,디자인
2016년 7월 3일,"기기 및 앱기록, 카메라 권한요구는 왜 하는건가요? 업데이트 내용 설명하면서 권한을 왜 요구하는지도 설명해주세요.",0,업데이트 오류
2016년 7월 31일,사용량 위젯 자꾸 만들라고 피드백줘도 말안들음 이제 내 글도 지워지겠지 한 3차례 지워짐,0,사용량 조회
2016년 8월 13일,그냥 느껴보시면 압니다,0,디자인
2016년 9월 27일,제발 잘 쓰고 있는데 강제로 업뎃 좀 하게 하지마요 선택권을 달라 말이에요 난 업데이트가 싫어!!!,0,업데이트 오류
2016년 8월 2일,답변 주세요~ 고객센터 앱이 카메라 권한이 왜 필요한지요~ 업데이트 하기 싫어지네요~,0,업데이트 오류
2016년 9월 27일,왜 바꿔야하는지 설명하는 앱,0,디자인
2016년 8월 12일,계속 더 많은 권한을 요구하는 나쁜앱이다.,0,업데이트 오류
2016년 7월 9일,이 앱에서 카메라 권한으로 도대체 뭘 하려는 거예요?,0,버전 확인
2016년 8월 15일,결제안되넹 등급미달114만 나오넹 어이없다,0,디자인
2016년 9월 10일,오류코드뜨면서업뎃이안됨 ㅋ쓸수가없음,0,업데이트 오류
2016년 7월 2일,업데이트 하는데 카메라 권한은 뭐하게 요청하나요?,0,버전 확인
2016년 7월 27일,카메라는 도대체 뭐에 왜 쓴다는 거에요?,0,버전 확인
2016년 7월 1일,대체 기기카메라기능은 왜 쓰는건가요?,0,버전 확인
2016년 9월 11일,할부확인하는게 어디에있나요?,0,디자인
2016년 7월 2일,사용할수가없네,0,디자인
2016년 9월 27일,1개도 아까움,0,디자인
2016년 8월 3일,별하나 드림,0,디자인
2016년 9월 27일,그냥 1개 ㅇㅇ,0,디자인
2016년 9월 26일,잘쓰는데 왜,0,디자인
2016년 9월 26일,아 진짜.,0,디자인
2016년 9월 23일,요금확인바람,0,사용량 조회
2016년 9월 28일,최악,0,디자인
2016년 9월 27일,말이 필요 없다. 다시 이전 것으로 돌려놔.,0,디자인
2016년 8월 14일,데이터 사용량 확인할 위젯좀...,0,사용량 조회
2016년 9월 8일,설명이필요함?,0,디자인
2016년 9월 29일,100%다운받고 멈추네요 빨리 수정해주세요,0,디자인
2016년 9월 20일,사람죽으라고 기기화면 연결해서 하는 악의적인 사람들 .2016년이 아닌 모든 동기화든 달력이든 1970년대로 역바끠는 세상 .자 .지금 시대는 2016년이 아니라 .1970년대라고 말하십니다 .,0,스팸/광고
2016년 7월 29일,제 카메라를 사용 할 수 있는 권한을 가져가는거죠? 감시라도 할 생각인가...,0,버전 확인
2016년 8월 13일,LG U+ 기본적으로 깔려있는 앱..정말 짜증나네요..혼자업데이트하고 팝업뛰우고..지울수도없고 업데이트 안함 설정해도 업데이트되고...엘지유플 가입한거 무지 후회되네...두번다시는 안할거다.약정 끝나는 순간 빠빠이..,0,업데이트 오류
2016년 8월 6일,매일애러고 어플리케이션도없고 애라지조도,0,디자인
2016년 8월 17일,다음 약정 끝나면 lg로는 안 함.,0,디자인
2016년 7월 29일,앱3개밖에설치않함근데자꾸뜨는거임,0,디자인
2016년 8월 6일,말이 필요없다. 이건 그냥 최악이다.,0,디자인
2016년 9월 16일,매번 업데이트 하는게 불편하네요..,0,업데이트 오류
2016년 9월 28일,skt는 위젯이 있는데. . . . 엘지는 없어요. 위젯이라도 좀 해주숑~~~~~~~~~~~제~~~~~~발 좀 신경좀써주숑.,0,위젯
2016년 9월 7일,울집이 와이파이부터 폰까지 전부lg인데 와이파이sk쓸때보다 계속 끊기고 접속도않되고 잘만드는거가 뭐임? 난 산성파도 아닌데 진심 lg삼성 발톱때 세균만도 안된다 내가 진짜이댓글달면서 한을 푼다앞으로도 lg안티간다 ㄹㅇ 얼마나 한이 맺이면,0,디자인
2016년 9월 7일,망할놈의 어플 오늘부로 삭제다.염볌할 삭제도 않되네.ㅋㅋㅋ,0,디자인
2016년 9월 30일,정신없고 글씨가 작아서 영~시원찮음,0,디자인
2016년 9월 30일,이거 보라는거야 말라는거야. 별 하나도 아까움,0,디자인
2016년 8월 30일,놀랍다 고객센터.... 모든 권한을 너에게 줬지만 되는게 하나도 없엉!!! ㅋㅋㅋㅋㅋㅋㅋ 내가 뭘 잘못했나 했더니 유플을 가입한거였음 ㅜㅜ,0,디자인
2016년 9월 13일,왜이럼 업데이트 뜨길래 햇는데 업데이트 안댐,0,업데이트 오류
2016년 9월 27일,앱이 잘 안되네,0,디자인
2016년 9월 30일,비밀번호틀렸다고다시하라고계속나옵니다,0,버전 확인
2016년 7월 22일,설치못한다고 나옴 언능ㅈ고쳐줘요,0,디자인
2016년 9월 12일,켜지질않네요 오류만뜨고,0,디자인
2016년 9월 27일,영 열리지가 않구나,0,디자인
2016년 9월 8일,로그인 하라니 에휴,0,디자인
2016년 9월 9일,한눈에 다보여서 편리하네요,0,디자인
2016년 9월 13일,제갈 공명,0,디자인
2016년 9월 26일,너무 복잡해서......,0,디자인
2016년 12월 26일,본인이 싫음 안한다고 하면 되는거고... 통신사 콜센터 연결은 나는 잘만 되더만....,1,
2016년 12월 27일,데이터 얼마 남았나 확인할때 쓸만한듯..,1,
2016년 12월 31일,데이터도 볼수있고 편합니다,1,
2016년 12월 28일,유용합니다.,1,
2016년 12월 15일,전 전이랑 비슷하지만 이번게 약간 더 깔끔한거 같네요 물론 저만의 생각이지만 다른사람들은 약간 점수를 안줘도 제 생각으로는 이게 더 깔끔하고 더 좋은거 같네요 언제까지나 제 기준이므로 태클걸지말았으면 좋겠습니다,1,
2016년 12월 27일,시할람들,2,
2016년 12월 2일,보고십어죽겟어요저장,2,
2016년 12월 11일,데이터 를 볼수있어서 좋아요!,1,
2016년 11월 30일,업데이터 전이 하니 넘좋아요,1,
2016년 11월 30일,엘지 마음에 들어요,1,
2016년 12월 17일,爱奇,2,
2016년 11월 1일,편리 해용,1,
2016년 12월 17일,Good¡,1,
2016년 11월 23일,좋은엡 감솨,1,
2016년 11월 16일,간편하내요,1,
2016년 12월 10일,nnh,2,
2016년 12월 9일,윤의사,2,
2016년 12월 14일,쩔어,1,
2016년 10월 17일,한눈에확인하기쉽고 잘만드셨네요,1,
2016년 10월 21일,상담사 연결할거없이 필요한 항목 변경수월~~,1,
2016년 10월 21일,저가 휴대폰소리가않나요?......,2,
2016년 10월 24일,처음. 이 라서 잘모르겟음,2,
2016년 10월 20일,괞자는 것 같아...,1,
2016년 10월 22일,아주좋아요,1,
2016년 10월 21일,정말편리행용~^^♥,1,
2016년 10월 5일,업데이트 중 리뷰를 보았는데 다 안좋게 비판하시더라구요 그래서 별론줄 알고 그냥 업뎃햇는데 좋기만 한걸요? 이정도로 잘만들었으면 됫지 뭘 더바라는지 모르겠습니다.. 그럼 수고하세요,1,
2016년 10월 1일,. 요금에 관한 모든 정보가 더 구체화 되여서 너무 좋으네요. 강력 추천합니다,1,
2016년 10월 5일,다들 비난을 해서 별론가 했는데 전 좋아요 바로 보기도 편하구요!,1,
2016년 10월 2일,디자인이 아예 달라졌지만 사용하는데 저번보다 편해짐,1,
2016년 10월 2일,좋은데 뭐가안좋아요?? 좋구만..,1,
2016년 10월 19일,우리 LG가 그정도밖에 안됨?,2,
2016년 10월 15일,김재훈님이랑 같은생각,2,
2016년 10월 4일,바탕화면 색상과디자인,1,
2016년 10월 6일,완전 좋은데? 완전 자세히 나오고 쉽게 알아볼수 있어서 아주 만족합니다,1,
2016년 10월 4일,이거 간편해서 좋아욤,1,
2016년 10월 11일,무료업데이트 좋아요,1,
2016년 10월 9일,말그대로좋음,1,
2016년 10월 19일,배형철,2,
2016년 10월 13일,좋아용,1,
2016년 10월 20일,와정말좋네요,1,
2016년 10월 11일,Hyt,2,
2016년 10월 8일,드럽다,2,
2016년 10월 9일,좋은데요,1,
2016년 10월 17일,짱,1,
2016년 10월 18일,좋아요,1,
2016년 10월 11일,좋음,1,
2016년 10월 16일,ㅇㅇㅇ,2,
2016년 10월 18일,좋아요,1,
2016년 10월 14일,지역번호안내,2,
2016년 10월 1일,좋아,1,
2016년 12월 30일,사용하기좋아요,1,
2016년 10월 1일,업데이트,2,
2016년 10월 6일,데타같은거 바로바로 보이구 좋구만 왜~~~~~~~~~그리 악플이 달고싶어서 그르시나...글고 이거 글씨 안보이는 인간들아. 안경부터 쓰거나 니 눈 안좋은거 자랑하지마라 좋기만하구먼 뭘,1,
2016년 10월 13일,ㅡㅡ,2,
2016년 10월 31일,저는 초딩이라 모르겠어요.,2,
2016년 10월 19일,보기편해서,1,
2016년 10월 2일,월요금,2,
2016년 10월 7일,친절하게 설명해주니 최고죠 감사함니다,1,
2016년 12월 8일,업데이트하니까넘좋다,1,
2016년 12월 19일,깨긋한 화질 감사합니다,1,
2016년 10월 5일,ㅇㅇ,2,
2016년 11월 10일,오늘도 확실하게 ~,1,
2016년 10월 1일,사용이편안함,1,
2016년 10월 11일,good좋아용~~★♥,1,
2016년 10월 15일,편하고 좋아요,1,
2016년 10월 18일,바로 금액을알수있어용 좋아요,1,
2016년 10월 18일,허혁,2,
2016년 10월 1일,나는좋아,1,
2016년 10월 23일,쉽고 간단해서 편리하고...... 뭐가 불만인지 모르겠어요!,1,
2016년 10월 24일,친절한 내용 이 마음에 듭니다♥,1,
2016년 11월 5일,보통,2,
2016년 10월 13일,좋네여 데이터 얼마 남은지알고......,1,
2016년 12월 28일,튕견.,2,
2016년 10월 23일,로또복권,2,
2016년 10월 1일,며칠전에lg로신규했는데짱,1,
2016년 11월 18일,일본동영상일본여자전신마사지 을ㆍ사랑해요,2,
2016년 10월 14일,좋음,1,
2016년 12월 31일,카드로 즉시납부하려니.. 계속 필수입력값오류라고 떠서 몇번이나 확인하고 이상해서 업데이트하러 들어와보니.. 다른분도 같은 증상인가보네요... 말일이라 오늘 결제 안하면 핸드폰소액결제 수수료붙는데!!! 수수료 책임져요!!!!! 이번달에 소액결제 30만원이나 썼는데!!! 적은 수수료도 아닌데 어떡할거에요!! 빨리 복구해요!!!,0,업데이트 오류
2016년 12월 28일,현 u+ 이용자도 옮겨온 이용자도 차별없이 배려가 전혀 안되어 있는 것같아요. 다른 통신사에 비해. 아니 LG만의 발전된 기술에 비해서도 서비스는 많이 아쉽네요.,0,위젯
2016년 12월 26일,이유가 있어서 다른통신사들은 다 만들때 유플러스만 안만드는걸꺼 아니에요 그 이유가 궁금해요 도대체 왜 위젯을 안만드는거죠 그렇게 많은 사람들이 요구하면 좀 들어주면 안되는건가요 그렇게 힘든거에요 그렇게 무리한 요구인가요,0,위젯
